,paper_id,author_id,author_name
791,5877,7228,David I. Inouye
792,5877,6369,Pradeep K. Ravikumar
793,5877,6368,Inderjit S. Dhillon
794,5878,8224,Kwang-Sung Jun
795,5878,2978,Xiaojin Zhu
796,5878,4348,Timothy T. Rogers
797,5878,8225,Zhuoran Yang
798,5878,8226,ming yuan
799,5879,7424,Chicheng Zhang
800,5879,8227,Jimin Song
801,5879,3963,Kamalika Chaudhuri
802,5879,8228,Kevin Chen
803,5880,8229,Pinar Yanardag
804,5880,8230,S.V.N. Vishwanathan
805,5881,8231,Ted Meeds
806,5881,2187,Max Welling
807,5882,8232,Quoc Phong Nguyen
808,5882,8233,Bryan Kian Hsiang Low
809,5882,6443,Patrick Jaillet
810,5883,7133,Oluwasanmi O. Koyejo
811,5883,6597,Nagarajan Natarajan
812,5883,6369,Pradeep K. Ravikumar
813,5883,6368,Inderjit S. Dhillon
814,5884,7633,Ariel D. Procaccia
815,5884,7636,Nisarg Shah
816,5885,8235,Cengiz Pehlevan
817,5885,8236,Dmitri Chklovskii
818,5886,5636,Mohammad Norouzi
819,5886,8237,Maxwell Collins
820,5886,8238,Matthew A. Johnson
821,5886,6620,David J. Fleet
822,5886,4400,Pushmeet Kohli
823,5887,8239,Roland Kwitt
824,5887,8240,Stefan Huber
825,5887,8241,Marc Niethammer
826,5887,8242,Weili Lin
827,5887,8243,Ulrich Bauer
828,5888,8138,Maxim Rabinovich
829,5888,8244,Elaine Angelino
830,5888,6338,Michael I. Jordan
831,5889,8245,Mathew Monfort
832,5889,6685,Brenden M. Lake
833,5889,6685,Brenden M. Lake
834,5889,7447,Brian Ziebart
835,5889,8246,Patrick Lucey
836,5889,6308,Josh Tenenbaum
837,5890,5540,Heiko Strathmann
838,5890,5539,Dino Sejdinovic
839,5890,8247,Samuel Livingstone
840,5890,8041,Zoltan Szabo
841,5890,2650,Arthur Gretton
842,5891,8248,Yi-An Ma
843,5891,8249,Tianqi Chen
844,5891,4032,Emily Fox
845,5892,8250,Rahul G. Krishnan
846,5892,7161,Simon Lacoste-Julien
847,5892,3668,David Sontag
848,5893,8251,Alexandr Andoni
849,5893,8252,Piotr Indyk
850,5893,8253,Thijs Laarhoven
851,5893,8254,Ilya Razenshteyn
852,5893,8011,Ludwig Schmidt
853,5894,8255,Jonas W. Mueller
854,5894,1019,Tommi Jaakkola
855,5895,4548,Mohammad E. Khan
856,5895,8256,Pierre Baque
857,5895,6804,Fran?ois Fleuret
858,5895,6780,Pascal Fua
859,5896,8257,Gunwoong Park
860,5896,3894,Garvesh Raskutti
861,5897,8258,Dan Alistarh
862,5897,8259,Jennifer Iglesias
863,5897,7125,Milan Vojnovic
864,5898,8260,Pratik Jawanpuria
865,5898,8044,Maksim Lapin
866,5898,2732,Matthias Hein
867,5898,6798,Bernt Schiele
868,5899,8261,John Schulman
869,5899,5523,Nicolas Heess
870,5899,8262,Theophane Weber
871,5899,2686,Pieter Abbeel
872,5900,7499,Happy Mittal
873,5900,8263,Anuj Mahajan
874,5900,7474,Vibhav G. Gogate
875,5900,7501,Parag Singla
876,5901,8264,Megasthenis Asteris
877,5901,8142,Dimitris Papailiopoulos
878,5901,8265,Anastasios Kyrillidis
879,5901,7413,Alexandros G. Dimakis
880,5902,8266,Fredrik D. Johansson
881,5902,8267,Ankani Chattoraj
882,5902,2108,Chiranjib Bhattacharyya
883,5902,6862,Devdatt Dubhashi
884,5903,7319,Bal?zs Sz?r?nyi
885,5903,8268,R?bert Busa-Fekete
886,5903,8269,Adil Paul
887,5903,5123,Eyke H?llermeier
888,5904,2313,Ilya Shpitser
889,5905,8270,ABHISEK KUNDU
890,5905,4285,Petros Drineas
891,5905,1568,Malik Magdon-Ismail
892,5906,8271,Emmanuel Abbe
893,5906,8272,Colin Sandon
894,5907,4762,Justin Domke
895,5908,8273,Bhaswar Bhattacharya
896,5908,6736,Gregory Valiant
897,5909,7412,Karthikeyan Shanmugam
898,5909,7411,Murat Kocaoglu
899,5909,7413,Alexandros G. Dimakis
900,5909,8274,Sriram Vishwanath
901,5910,8275,Noam Brown
902,5910,2336,Tuomas Sandholm
903,5911,8276,Kirthevasan Kandasamy
904,5911,5059,Akshay Krishnamurthy
905,5911,7509,Barnabas Poczos
906,5911,3110,Larry Wasserman
907,5911,8277,james m. robins
908,5912,8278,Guillaume P. Dehaene
909,5912,8279,Simon Barthelm?
910,5913,6639,Daniel Vainsencher
911,5913,3555,Han Liu
912,5913,1901,Tong Zhang
913,5914,7154,Zhaoran Wang
914,5914,5348,Quanquan Gu
915,5914,8280,Yang Ning
916,5914,3555,Han Liu
917,5915,8281,Arya Mazumdar
918,5915,8282,Ankit Singh Rawat
919,5916,8283,Ravi Sastry Ganti
920,5916,8284,Laura Balzano
921,5916,3138,Rebecca Willett
922,5917,7160,Ian En-Hsu Yen
923,5917,7344,Kai Zhong
924,5917,6366,Cho-Jui Hsieh
925,5917,6369,Pradeep K. Ravikumar
926,5917,6368,Inderjit S. Dhillon
927,5918,3963,Kamalika Chaudhuri
928,5918,2572,Sham M. Kakade
929,5918,6558,Praneeth Netrapalli
930,5918,3620,Sujay Sanghavi
931,5919,969,Thomas Hofmann
932,5919,8285,Aurelien Lucchi
933,5919,7161,Simon Lacoste-Julien
934,5919,6486,Brian McWilliams
935,5920,8286,Wei Sun
936,5920,7154,Zhaoran Wang
937,5920,3555,Han Liu
938,5920,8287,Guang Cheng
939,5921,3963,Kamalika Chaudhuri
940,5921,2572,Sham M. Kakade
941,5921,6558,Praneeth Netrapalli
942,5921,3620,Sujay Sanghavi
943,5922,8288,Christopher R. Dance
944,5922,5686,Tomi Silander
945,5923,8289,Aviv Tamar
946,5923,7145,Yinlam Chow
947,5923,3309,Mohammad Ghavamzadeh
948,5923,2093,Shie Mannor
949,5924,7160,Ian En-Hsu Yen
950,5924,8290,Shan-Wei Lin
951,5924,7476,Shou-De Lin
952,5925,7161,Simon Lacoste-Julien
953,5925,7651,Martin Jaggi
954,5926,8291,Zheng Qu
955,5926,8292,Peter Richtarik
956,5926,1901,Tong Zhang
957,5927,8293,Tasuku Soma
958,5927,8003,Yuichi Yoshida
959,5928,8294,Hongzhou Lin
960,5928,3911,Julien Mairal
961,5928,7292,Zaid Harchaoui
962,5929,7629,Se-Young Yun
963,5929,7630,marc lelarge
964,5929,6653,Alexandre Proutiere
965,5930,7422,Tian Lin
966,5930,3569,Jian Li
967,5930,4262,Wei Chen
968,5931,7451,Tor Lattimore
969,5931,1989,Koby Crammer
970,5931,6449,Csaba Szepesvari
971,5932,5442,Nicholas Ruozzi
972,5933,7269,Xiangyu Wang
973,5933,5236,Chenlei Leng
974,5933,6399,David B. Dunson
975,5934,6650,Sebastien Bubeck
976,5934,8171,Ronen Eldan
977,5934,8295,Joseph Lehec
978,5935,7455,Vidyashankar Sivakumar
979,5935,5303,Arindam Banerjee
980,5935,6369,Pradeep K. Ravikumar
981,5936,6400,Alessandro Rudi
982,5936,8296,Raffaello Camoriano
983,5936,3011,Lorenzo Rosasco
984,5937,8068,Anna E. Choromanska
985,5937,2139,John Langford
986,5938,6320,Nikhil Rao
987,5938,8297,Hsiang-Fu Yu
988,5938,6369,Pradeep K. Ravikumar
989,5938,6368,Inderjit S. Dhillon
990,5939,6589,Tzu-Kuo Huang
991,5939,3606,Alekh Agarwal
992,5939,6464,Daniel J. Hsu
993,5939,2139,John Langford
994,5939,710,Robert E. Schapire
995,5940,8298,Kai-Yang Chiang
996,5940,6366,Cho-Jui Hsieh
997,5940,6368,Inderjit S. Dhillon
998,5941,8299,Brendan van Rooyen
999,5941,8300,Aditya Menon
1000,5941,575,Robert C. Williamson
1001,5942,6687,Akshay Balsubramani
1002,5942,758,Yoav Freund
1003,5943,8301,Jeffrey Pennington
1004,5943,8749,Felix X. Yu
1005,5943,2539,Sanjiv Kumar
1006,5944,7526,Yining Wang
1007,5944,7525,Hsiao-Yu Tung
1008,5944,6548,Alexander J. Smola
1009,5944,5282,Anima Anandkumar
1010,5945,7898,Karl Moritz Hermann
1011,5945,8303,Tomas Kocisky
1012,5945,7897,Edward Grefenstette
1013,5945,8304,Lasse Espeholt
1014,5945,8305,Will Kay
1015,5945,7899,Mustafa Suleyman
1016,5945,3916,Phil Blunsom
1017,5946,8306,Shafin Rahman
1018,5946,3136,Neil Bruce
1019,5947,8307,Antti Rasmus
1020,5947,7903,Mathias Berglund
1021,5947,7904,Mikko Honkala
1022,5947,2813,Harri Valpola
1023,5947,7190,Tapani Raiko
1024,5948,5575,Ralph Bourdoukan
1025,5948,1661,Sophie Den?ve
1026,5949,8308,Andrew M. Dai
1027,5949,7287,Quoc V. Le
1028,5950,5506,Ryan Kiros
1029,5950,7888,Yukun Zhu
1030,5950,2816,Ruslan R. Salakhutdinov
1031,5950,6522,Richard Zemel
1032,5950,4509,Raquel Urtasun
1033,5950,2458,Antonio Torralba
1034,5950,4379,Sanja Fidler
1035,5951,8309,Ross Goroshin
1036,5951,8310,Michael F. Mathieu
1037,5951,200,Yann LeCun
1038,5952,8311,David Kappel
1039,5952,5372,Stefan Habenschuss
1040,5952,8312,Robert Legenstein
1041,5952,618,Wolfgang Maass
1042,5953,5067,Guillaume Desjardins
1043,5953,6376,Karen Simonyan
1044,5953,7405,Razvan Pascanu
1045,5953,7564,koray kavukcuoglu
1046,5954,4917,David K. Duvenaud
1047,5954,8313,Dougal Maclaurin
1048,5954,8314,Jorge Iparraguirre
1049,5954,8315,Rafael Bombarell
1050,5954,8316,Timothy Hirzel
1051,5954,8317,Alan Aspuru-Guzik
1052,5954,3862,Ryan P. Adams
1053,5955,8318,Xingjian SHI
1054,5955,8319,Zhourong Chen
1055,5955,3567,Hao Wang
1056,5955,1323,Dit-Yan Yeung
1057,5955,8320,Wai-kin Wong
1058,5955,8321,Wang-chun WOO
1059,5956,350,Samy Bengio
1060,5956,5571,Oriol Vinyals
1061,5956,8201,Navdeep Jaitly
1062,5956,8322,Noam Shazeer
1063,5957,7252,Been Kim
1064,5957,7253,Julie A. Shah
1065,5957,8323,Finale Doshi-Velez
1066,5958,8324,Chongxuan Li
1067,5958,6461,Jun Zhu
1068,5958,8325,Tianlin Shi
1069,5958,3841,Bo Zhang
1070,5959,7477,Yuya Yoshikawa
1071,5959,2797,Tomoharu Iwata
1072,5959,7478,Hiroshi Sawada
1073,5959,4351,Takeshi Yamada
1074,5960,8326,Andrew Miller
1075,5960,8327,Albert Wu
1076,5960,8328,Jeff Regier
1077,5960,8329,Jon McAuliffe
1078,5960,3039,Dustin Lang
1079,5960,8330,Mr. Prabhat
1080,5960,8331,David Schlegel
1081,5960,3862,Ryan P. Adams
1082,5961,8332,Shixiang Gu
1083,5961,1020,Zoubin Ghahramani
1084,5961,7449,Richard E. Turner
1085,5962,7132,Anqi Wu
1086,5962,8333,Il Memming Park
1087,5962,5713,Jonathan W. Pillow
1088,5963,8334,Djork-Arn? Clevert
1089,5963,8335,Andreas Mayr
1090,5963,8336,Thomas Unterthiner
1091,5963,1141,Sepp Hochreiter
1092,5964,8337,Manuel Watter
1093,5964,8215,Jost Springenberg
1094,5964,8338,Joschka Boedecker
1095,5964,1453,Martin Riedmiller
1096,5965,8339,Anoop Korattikara Balan
1097,5965,8340,Vivek Rathod
1098,5965,1926,Kevin P. Murphy
1099,5965,2187,Max Welling
1100,5966,7685,Kyle R. Ulrich
1101,5966,6582,David E. Carlson
1102,5966,7370,Kafui Dzirasa
1103,5966,3001,Lawrence Carin
1104,5967,8341,Jianshu Chen
1105,5967,8342,Ji He
1106,5967,8343,Yelong Shen
1107,5967,4475,Lin Xiao
1108,5967,8344,Xiaodong He
1109,5967,8345,Jianfeng Gao
1110,5967,8346,Xinying Song
1111,5967,2095,Li Deng
1112,5968,8347,Nilesh Tripuraneni
1113,5968,8332,Shixiang Gu
1114,5968,8348,Hong Ge
1115,5968,1020,Zoubin Ghahramani
1116,5969,8349,Kush Bhatia
1117,5969,8350,Himanshu Jain
1118,5969,4671,Purushottam Kar
1119,5969,4601,Manik Varma
1120,5969,3906,Prateek Jain
1121,5970,8351,Moontae Lee
1122,5970,8352,David Bindel
1123,5970,8353,David Mimno
1124,5971,8354,Ke Sun
1125,5971,5143,Jun Wang
1126,5971,5146,Alexandros Kalousis
1127,5971,8355,Stephane Marchand-Maillet
1128,5972,8356,Miguel A. Carreira-Perpinan
1129,5972,8357,Max Vladymyrov
1130,5973,5030,Mijung Park
1131,5973,8358,Wittawat Jitkrittum
1132,5973,8359,Ahmad Qamar
1133,5973,8041,Zoltan Szabo
1134,5973,3516,Lars Buesing
1135,5973,1670,Maneesh Sahani
1136,5974,8360,Tian Gao
1137,5974,4993,Qiang Ji
1138,5975,8361,Jiaji Huang
1139,5975,8362,Qiang Qiu
1140,5975,3341,Guillermo Sapiro
1141,5975,6628,Robert Calderbank
1142,5976,8363,TIAN TIAN
1143,5976,6461,Jun Zhu
1144,5977,8364,Alexander Kirillov
1145,5977,8365,Dmytro Shlezinger
1146,5977,8110,Dmitry P. Vetrov
1147,5977,3388,Carsten Rother
1148,5977,6717,Bogdan Savchynskyy
1149,5978,8366,Xiaocheng Shang
1150,5978,8367,Zhanxing Zhu
1151,5978,8368,Benedict Leimkuhler
1152,5978,2459,Amos J. Storkey
1153,5979,5356,Nan Du
1154,5979,8060,Yichen Wang
1155,5979,7138,Niao He
1156,5979,8369,Jimeng Sun
1157,5979,3161,Le Song
1158,5980,8370,Akihiro Kishimoto
1159,5980,8371,Radu Marinescu
1160,5980,8372,Adi Botea
1161,5981,8373,David B. Smith
1162,5981,7474,Vibhav G. Gogate
1163,5982,5534,Joseph Wang
1164,5982,8374,Kirill Trapeznikov
1165,5982,4283,Venkatesh Saligrama
1166,5983,3336,Wenye Li
1167,5984,7147,Yunpeng Pan
1168,5984,7148,Evangelos Theodorou
1169,5984,8375,Michail Kontitsis
1170,5985,8376,Jaya Kawale
1171,5985,8377,Hung H. Bui
1172,5985,2628,Branislav Kveton
1173,5985,8378,Long Tran-Thanh
1174,5985,7239,Sanjay Chawla
1175,5986,7269,Xiangyu Wang
1176,5986,8379,Fangjian Guo
1177,5986,4023,Katherine A. Heller
1178,5986,6399,David B. Dunson
1179,5987,7502,Somdeb Sarkhel
1180,5987,7501,Parag Singla
1181,5987,7474,Vibhav G. Gogate
1182,5988,7424,Chicheng Zhang
1183,5988,3963,Kamalika Chaudhuri
1184,5989,6343,Harikrishna Narasimhan
1185,5989,2630,David C. Parkes
1186,5989,8169,Yaron Singer
1187,5990,6690,James R. Voss
1188,5990,2150,Mikhail Belkin
1189,5990,6691,Luis Rademacher
1190,5991,7526,Yining Wang
1191,5991,6279,Yu-Xiang Wang
1192,5991,4037,Aarti Singh
1193,5992,8380,Dinesh Ramasamy
1194,5992,8381,Upamanyu Madhow
1195,5993,8382,Cynthia Dwork
1196,5993,6643,Vitaly Feldman
1197,5993,5305,Moritz Hardt
1198,5993,6521,Toni Pitassi
1199,5993,8383,Omer Reingold
1200,5993,8384,Aaron Roth
1201,5994,8268,R?bert Busa-Fekete
1202,5994,7319,Bal?zs Sz?r?nyi
1203,5994,8385,Krzysztof Dembczynski
1204,5994,5123,Eyke H?llermeier
1205,5995,8386,Bo Waggoner
1206,5995,6349,Rafael Frongillo
1207,5995,4782,Jacob D. Abernethy
1208,5996,8387,Yen-Chi Chen
1209,5996,6834,Christopher R. Genovese
1210,5996,8388,Shirley Ho
1211,5996,3110,Larry Wasserman
1212,5997,8210,Gustavo Malkomes
1213,5997,8389,Matt J. Kusner
1214,5997,8390,Wenlin Chen
1215,5997,2966,Kilian Q. Weinberger
1216,5997,8391,Benjamin Moseley
1217,5998,8264,Megasthenis Asteris
1218,5998,8142,Dimitris Papailiopoulos
1219,5998,7413,Alexandros G. Dimakis
1220,5999,8392,Tianyang Li
1221,5999,7267,Adarsh Prasad
1222,5999,6369,Pradeep K. Ravikumar
1223,6000,3906,Prateek Jain
1224,6000,6597,Nagarajan Natarajan
1225,6000,3304,Ambuj Tewari
1226,6001,8393,Weiwei Liu
1227,6001,8394,Ivor Tsang
1228,6002,8395,Bryan D. He
1229,6002,5193,Yisong Yue
1230,6003,8396,Janne H. Korhonen
1231,6003,8397,Pekka Parviainen
1232,6004,7350,Peter Kairouz
1233,6004,4356,Sewoong Oh
1234,6004,7351,Pramod Viswanath
1235,6005,8398,Zhan Wei Lim
1236,6005,2091,David Hsu
1237,6005,1559,Wee Sun Lee
1238,6006,8399,Siqi Sun
1239,6006,8400,mladen kolar
1240,6006,4456,Jinbo Xu
1241,6007,8401,Anastasia Pentina
1242,6007,4867,Christoph H. Lampert
1243,6008,8402,Huasen Wu
1244,6008,8403,R. Srikant
1245,6008,8404,Xin Liu
1246,6008,8405,Chong Jiang
1247,6009,8406,Tatsunori Hashimoto
1248,6009,4667,Yi Sun
1249,6009,1019,Tommi Jaakkola
1250,6010,8349,Kush Bhatia
1251,6010,3906,Prateek Jain
1252,6010,4671,Purushottam Kar
1253,6011,8407,Saurabh Paul
1254,6011,1568,Malik Magdon-Ismail
1255,6011,4285,Petros Drineas
1256,6012,8408,Yunwen Lei
1257,6012,8409,Urun Dogan
1258,6012,8410,Alexander Binder
1259,6012,4217,Marius Kloft
1260,6013,8018,Xinyang Yi
1261,6013,7154,Zhaoran Wang
1262,6013,4113,Constantine Caramanis
1263,6013,3555,Han Liu
1264,6014,7145,Yinlam Chow
1265,6014,8289,Aviv Tamar
1266,6014,2093,Shie Mannor
1267,6014,8411,Marco Pavone
1268,6015,3011,Lorenzo Rosasco
1269,6015,4585,Silvia Villa
1270,6016,8412,Jason Hartline
1271,6016,8069,Vasilis Syrgkanis
1272,6016,8413,Eva Tardos
1273,6017,8414,Parikshit Shah
1274,6017,6320,Nikhil Rao
1275,6017,8415,Gongguo Tang
1276,6018,8416,Huishuai Zhang
1277,6018,8417,Yi Zhou
1278,6018,8418,Yingbin Liang
1279,6019,8419,Ibrahim M. Alabdulmohsin
1280,6020,6464,Daniel J. Hsu
1281,6020,6644,Aryeh Kontorovich
1282,6020,6449,Csaba Szepesvari
1283,6021,8420,Sohail Bahmani
1284,6021,8421,Justin Romberg
1285,6022,8422,Suriya Gunasekar
1286,6022,5303,Arindam Banerjee
1287,6022,1501,Joydeep Ghosh
1288,6023,8423,Masrour Zoghi
1289,6023,6360,Zohar S. Karnin
1290,6023,8424,Shimon Whiteson
1291,6023,8425,Maarten de Rijke
1292,6024,8426,Junpei Komiyama
1293,6024,8427,Junya Honda
1294,6024,4568,Hiroshi Nakagawa
1295,6025,8428,Oren Anava
1296,6025,3630,Elad Hazan
1297,6025,2093,Shie Mannor
1298,6026,2319,Mehryar Mohri
1299,6026,7427,Andres Munoz
1300,6027,8429,Wei Cao
1301,6027,3569,Jian Li
1302,6027,8430,Yufei Tao
1303,6027,8431,Zhize Li
1304,6028,8432,Ruoyu Sun
1305,6028,7669,Mingyi Hong
1306,6029,8433,Julien Audiffren
1307,6029,2743,Liva Ralaivola
1308,6030,4782,Jacob D. Abernethy
1309,6030,8434,Chansoo Lee
1310,6030,3304,Ambuj Tewari
1311,6031,8435,Sorathan Chaturapruek
1312,6031,3453,John C. Duchi
1313,6031,7222,Christopher R?
1314,6032,7451,Tor Lattimore
1315,6033,8436,Yifan Wu
1316,6033,4684,Andr?s Gy?rgy
1317,6033,6449,Csaba Szepesvari
1318,6034,5077,Tomer Koren
1319,6034,7331,Kfir Levy
1320,6035,8437,Theodoros Tsiligkaridis
1321,6035,8437,Theodoros Tsiligkaridis
1322,6035,8438,Keith Forsythe
1323,6036,8450,Eli Gutin
1324,6036,4383,Vivek Farias
1325,6037,2927,Peng Xu
1326,6037,8451,Jiyan Yang
1327,6037,8452,Farbod Roosta-Khorasani
1328,6037,7222,Christopher R?
1329,6037,4286,Michael W. Mahoney
1330,6038,8453,Kaito Fujii
1331,6038,3628,Hisashi Kashima
1332,6039,8454,Marco Fraccaro
1333,6039,8455,S?ren Kaae S?nderby
1334,6039,4136,Ulrich Paquet
1335,6039,1474,Ole Winther
1336,6040,8456,Hongseok Namkoong
1337,6040,3453,John C. Duchi
1338,6041,8457,Nir Rosenfeld
1339,6041,2199,Amir Globerson
1340,6042,8458,Jakob Foerster
1341,6042,8459,Yannis Assael
1342,6042,2019,Nando de Freitas
1343,6042,8424,Shimon Whiteson
1344,6043,8460,Tyler B. Johnson
1345,6043,2592,Carlos Guestrin
1346,6044,5201,Kohei Hayashi
1347,6044,8003,Yuichi Yoshida
1348,6045,8461,Davide Boscaini
1349,6045,6578,Jonathan Masci
1350,6045,8462,Emanuele Rodol?
1351,6045,8463,Michael Bronstein
1352,6046,8289,Aviv Tamar
1353,6046,8464,YI WU
1354,6046,8465,Garrett Thomas
1355,6046,4516,Sergey Levine
1356,6046,2686,Pieter Abbeel
1357,6047,8466,Ji Xu
1358,6047,6464,Daniel J. Hsu
1359,6047,8467,Arian Maleki
1360,6048,6993,Rong Ge
1361,6048,4783,Jason D. Lee
1362,6048,7432,Tengyu Ma
1363,6049,8468,JUN HAN
1364,6049,5417,Qiang Liu
1365,6050,8469,Kentaro Minami
1366,6050,8470,HItomi Arai
1367,6050,4567,Issei Sato
1368,6050,4568,Hiroshi Nakagawa
1369,6051,8310,Michael F. Mathieu
1370,6051,8471,Junbo Jake Zhao
1371,6051,8099,Junbo Zhao
1372,6051,8472,Aditya Ramesh
1373,6051,6374,Pablo Sprechmann
1374,6051,200,Yann LeCun
1375,6053,6751,Mahdi Milani Fard
1376,6053,8473,Quentin Cormier
1377,6053,8474,Kevin Canini
1378,6053,4237,Maya Gupta
1379,6054,7415,Gabriel Krummenacher
1380,6054,6486,Brian McWilliams
1381,6054,8475,Yannic Kilcher
1382,6054,6487,Joachim M. Buhmann
1383,6054,7965,Nicolai Meinshausen
1384,6055,8476,Kieran Milan
1385,6055,4279,Joel Veness
1386,6055,8477,James Kirkpatrick
1387,6055,2940,Michael Bowling
1388,6055,3060,Anna Koop
1389,6055,8478,Demis Hassabis
1390,6056,8479,Pingfan Tang
1391,6056,8480,Jeff M. Phillips
1392,6057,6545,Jimmy Ba
1393,6057,121,Geoffrey E. Hinton
1394,6057,4814,Volodymyr Mnih
1395,6057,5026,Joel Z. Leibo
1396,6057,8481,Catalin Ionescu
1397,6058,8482,Blake E. Woodworth
1398,6058,5014,Nati Srebro
1399,6059,8483,Panagiotis Toulis
1400,6059,2630,David C. Parkes
1401,6060,8484,Feras Saad
1402,6060,6305,Vikash K. Mansinghka
1403,6061,8485,Gang Wang
1404,6061,8486,Georgios Giannakis
1405,6062,9344,Ahmed M. Alaa
1406,6062,9351,Mihaela van der Schaar
1407,6063,8488,Dmitry Ostrovsky
1408,6063,7292,Zaid Harchaoui
1409,6063,3069,Anatoli Juditsky
1410,6063,4977,Arkadi S. Nemirovski
1411,6064,8489,Rodrigo Nogueira
1412,6064,7192,Kyunghyun Cho
1413,6065,3544,Yiming Ying
1414,6065,8490,Longyin Wen
1415,6065,3377,Siwei Lyu
1416,6066,5155,Sebastian Nowozin
1417,6066,4322,Botond Cseke
1418,6066,3472,Ryota Tomioka
1419,6067,8181,Klaus Greff
1420,6067,8307,Antti Rasmus
1421,6067,7903,Mathias Berglund
1422,6067,5676,Tele Hao
1423,6067,2813,Harri Valpola
1424,6067,583,J?rgen Schmidhuber
1425,6068,8491,Luca Bertinetto
1426,6068,8492,Jo?o F. Henriques
1427,6068,8493,Jack Valmadre
1428,6068,3805,Philip Torr
1429,6068,3408,Andrea Vedaldi
1430,6069,4038,Arno Onken
1431,6069,2909,Stefano Panzeri
1432,6070,8494,Yang You
1433,6070,8055,Xiangru Lian
1434,6070,4638,Ji Liu
1435,6070,8297,Hsiang-Fu Yu
1436,6070,6368,Inderjit S. Dhillon
1437,6070,2008,James Demmel
1438,6070,6366,Cho-Jui Hsieh
1439,6071,5234,Xinghua Lou
1440,6071,8495,Ken Kansky
1441,6071,8496,Wolfgang Lehrach
1442,6071,8497,CC Laan
1443,6071,2310,Bhaskara Marthi
1444,6071,8498,D. Phoenix
1445,6071,8499,Dileep George
1446,6072,5174,Kevin G. Jamieson
1447,6072,8500,Daniel Haas
1448,6072,3537,Benjamin Recht
1449,6073,8501,Reza Eghbali
1450,6073,5250,Maryam Fazel
1451,6074,7599,Shenlong Wang
1452,6074,4379,Sanja Fidler
1453,6074,4509,Raquel Urtasun
1454,6075,8502,Shanshan Wu
1455,6075,8503,Srinadh Bhojanapalli
1456,6075,3620,Sujay Sanghavi
1457,6075,7413,Alexandros G. Dimakis
1458,6076,7150,Hado P. van Hasselt
1459,6076,8504,Arthur Guez
1460,6076,5589,Arthur Guez
1461,6076,8505,Matteo Hessel
1462,6076,4814,Volodymyr Mnih
1463,6076,4280,David Silver
1464,6077,8506,Wei-Shou Hsu
1465,6077,2378,Pascal Poupart
1466,6078,8507,Rishi Gupta
1467,6078,4090,Ravi Kumar
1468,6078,8508,Sergei Vassilvitskii
1469,6079,8509,Qilong Gu
1470,6079,5303,Arindam Banerjee
1471,6080,8510,Ilija Bogunovic
1472,6080,8511,Jonathan Scarlett
1473,6080,3758,Andreas Krause
1474,6080,3964,Volkan Cevher
1475,6081,8512,Micha?l Defferrard
1476,6081,5535,Xavier Bresson
1477,6081,8513,Pierre Vandergheynst
1478,6082,8105,Kevin Ellis
1479,6082,8106,Armando Solar-Lezama
1480,6082,6308,Josh Tenenbaum
1481,6083,8514,Aaron Schein
1482,6083,8515,Hanna Wallach
1483,6083,4435,Mingyuan Zhou
1484,6084,8516,George Papamakarios
1485,6084,3050,Iain Murray
1486,6085,8517,Hossein Esfandiari
1487,6085,8518,Nitish Korula
1488,6085,7249,Vahab Mirrokni
1489,6086,8276,Kirthevasan Kandasamy
1490,6086,8519,Maruan Al-Shedivat
1491,6086,6314,Eric P. Xing
1492,6087,8029,Yossi Arjevani
1493,6087,3602,Ohad Shamir
1494,6088,8520,Rizal Fathony
1495,6088,7446,Anqi Liu
1496,6088,7973,Kaiser Asif
1497,6088,7447,Brian Ziebart
1498,6089,8521,Justin Eldridge
1499,6089,2150,Mikhail Belkin
1500,6089,5096,Yusu Wang
1501,6090,8522,Tuomas Haarnoja
1502,6090,8523,Anurag Ajay
1503,6090,4516,Sergey Levine
1504,6090,2686,Pieter Abbeel
1505,6091,8064,Rajesh Ranganath
1506,6091,7944,Dustin Tran
1507,6091,8524,Jaan Altosaar
1508,6091,6452,David Blei
1509,6092,8525,Alnur Ali
1510,6092,8526,J. Zico Kolter
1511,6092,8527,Ryan J. Tibshirani
1512,6093,8528,Carlo Ciliberto
1513,6093,3011,Lorenzo Rosasco
1514,6093,6400,Alessandro Rudi
1515,6094,8529,Matey Neykov
1516,6094,7154,Zhaoran Wang
1517,6094,3555,Han Liu
1518,6095,8401,Anastasia Pentina
1519,6095,8530,Ruth Urner
1520,6096,8096,Jiajun Wu
1521,6096,8531,Chengkai Zhang
1522,6096,8532,Tianfan Xue
1523,6096,4274,Bill Freeman
1524,6096,6308,Josh Tenenbaum
1525,6097,8533,Mohammad Javad Hosseini
1526,6097,8534,Su-In Lee
1527,6098,8535,Mathias Niepert
1528,6099,8536,Alex M. Lamb
1529,6099,8537,Anirudh Goyal ALIAS PARTH GOYAL
1530,6099,8538,Ying Zhang
1531,6099,8539,Saizheng Zhang
1532,6099,2205,Aaron C. Courville
1533,6099,178,Yoshua Bengio
1534,6100,6644,Aryeh Kontorovich
1535,6100,4663,Sivan Sabato
1536,6100,8530,Ruth Urner
1537,6101,8540,Matthew Chalk
1538,6101,8541,Olivier Marre
1539,6101,8542,Gasper Tkacik
1540,6102,7318,Mehrdad Farajtabar
1541,6102,8543,Xiaojing Ye
1542,6102,8544,Sahar Harati
1543,6102,3161,Le Song
1544,6102,2173,Hongyuan Zha
1545,6103,8545,Qi Lei
